'volatile acidity',chlorides,'free sulfur dioxide',density,sulphates,alcohol,Cluster,quality
0.25,0.038,69,0.99573,0.5,10.2,cluster5,6
0.22,0.029,41,0.99326,0.49,10.8,cluster5,6
0.21,0.028,11,0.99215,0.4,9.8,cluster1,5
0.27,0.023,3,0.98993,0.3,11.4,cluster1,4
0.17,0.03,11,0.99218,0.41,9.8,cluster1,5
0.25,0.038,67,0.99555,0.5,10.1,cluster2,5
0.12,0.039,41,0.99564,0.38,9.8,cluster5,8
0.12,0.039,41,0.99564,0.38,9.8,cluster5,8
0.29,0.036,49,0.99397,0.4,10.7,cluster5,6
0.3,0.022,14,0.99576,0.61,10.6,cluster1,5
0.26,0.037,49,0.99601,0.47,9.3,cluster2,5
0.12,0.039,41,0.99564,0.38,9.8,cluster5,8
0.29,0.036,49,0.99397,0.4,10.7,cluster5,6
0.33,0.016,39,0.98713,0.59,14,cluster4,8
0.29,0.026,27,0.99308,0.37,11,cluster4,6
0.29,0.026,27,0.99308,0.37,11,cluster4,6
0.26,0.049,55,0.99582,0.45,9.4,cluster5,6
0.28,0.078,30,0.99494,0.36,9,cluster5,6
0.28,0.042,8,0.9929,0.55,9,cluster2,5
0.2,0.044,17,0.99471,0.53,10,cluster2,5
0.27,0.041,9,0.9929,0.54,9,cluster2,5
0.28,0.042,8,0.9929,0.55,9,cluster2,5
0.29,0.036,25,0.99037,0.6,12.4,cluster3,7
0.35,0.042,28,0.99304,0.44,11.3,cluster1,5
0.12,0.034,36,0.99026,0.55,12,cluster4,6
0.12,0.031,37,0.98986,0.56,11.7,cluster4,6
0.2,0.044,17,0.99471,0.53,10,cluster2,5
0.4,0.016,26,0.98951,0.54,13.2,cluster3,7
0.11,0.04,41,0.99634,0.59,11,cluster3,7
0.23,0.03,30,0.99368,0.54,11,cluster4,6
0.38,0.112,14,0.99792,0.48,9.2,cluster0,5
0.38,0.021,38,0.99026,0.48,13,cluster3,7
0.19,0.044,38,0.99362,0.6,10.6,cluster1,5
0.34,0.021,31,0.98919,0.49,13,cluster4,8
0.23,0.051,33,0.99835,0.54,9,cluster5,6
0.23,0.051,33,0.99835,0.54,9,cluster5,6
0.31,0.021,52,0.99038,0.32,11.5,cluster1,5
0.2,0.025,17,0.99104,0.44,11,cluster4,6
0.31,0.021,52,0.99038,0.32,11.5,cluster1,5
0.26,0.05,10,0.99286,0.43,9.9,cluster1,5
0.22,0.039,31,0.99296,0.46,10.4,cluster5,6
0.23,0.051,33,0.99835,0.54,9,cluster5,6
0.19,0.056,50,0.9954,0.52,9.9,cluster5,6
0.14,0.045,71,0.9914,0.47,11,cluster4,6
0.32,0.026,34,0.99286,0.35,12.1,cluster4,6
0.23,0.044,45,0.99604,0.51,9.7,cluster5,6
0.23,0.044,45,0.99604,0.51,9.7,cluster5,6
0.36,0.034,39,0.99119,0.3,12.2,cluster3,7
0.38,0.016,31,0.99007,0.31,12.4,cluster3,7
0.23,0.033,30,0.99507,0.39,10.5,cluster3,7
0.2,0.05,29,0.99596,0.57,10.4,cluster5,6
0.26,0.029,48,0.99011,0.34,12,cluster4,6
0.3,0.037,4,0.99184,0.32,12.7,cluster4,6
0.18,0.039,29,0.99469,0.45,10.9,cluster3,7
0.18,0.039,29,0.99469,0.45,10.9,cluster3,7
0.18,0.039,29,0.99406,0.45,10.9,cluster3,7
0.19,0.034,17,0.99305,0.52,11.4,cluster3,7
0.16,0.036,74,0.99096,0.41,11,cluster4,6
0.27,0.032,58,0.98956,0.31,12.6,cluster3,7
0.37,0.034,45,0.9921,0.46,11.6,cluster3,7
0.2,0.038,29,0.99496,0.44,10.5,cluster3,7
0.18,0.039,29,0.99406,0.45,10.9,cluster3,7
0.18,0.039,29,0.99406,0.45,10.9,cluster3,7
0.28,0.037,42,0.9888,0.37,12.5,cluster4,6
0.35,0.034,32,0.98942,0.5,12.1,cluster4,8
0.25,0.035,35,0.99082,0.58,11.3,cluster4,6
0.32,0.025,18,0.98802,0.64,13.3,cluster3,7
0.18,0.039,29,0.99406,0.45,10.9,cluster3,7
0.18,0.039,29,0.99469,0.45,10.9,cluster3,7
0.2,0.038,29,0.99496,0.44,10.5,cluster3,7
0.37,0.034,45,0.9921,0.46,11.6,cluster3,7
0.19,0.034,17,0.99305,0.52,11.4,cluster3,7
0.18,0.034,26,0.99074,0.51,11,cluster4,6
0.3,0.037,40,0.98968,0.36,12.1,cluster4,6
0.16,0.036,74,0.99096,0.41,11,cluster4,6
0.27,0.032,58,0.98956,0.31,12.6,cluster3,7
0.3,0.03,54,0.9887,0.3,13,cluster3,7
0.2,0.054,50,0.99941,0.64,8.8,cluster5,6
0.25,0.061,30.5,0.99388,0.53,9.5,cluster2,5
0.22,0.029,30,0.99206,0.47,11.8,cluster4,6
0.25,0.026,29,0.99035,0.45,12.2,cluster4,6
0.13,0.042,36,0.99581,0.55,10.7,cluster5,6
0.45,0.04,12,0.9976,0.38,11,cluster4,6
0.32,0.02,14,0.99362,0.44,11.4,cluster4,6
0.13,0.042,36,0.99581,0.55,10.7,cluster5,6
0.34,0.035,57,0.99016,0.34,12,cluster4,6
0.22,0.037,33,0.99176,0.39,11.9,cluster4,8
0.32,0.02,14,0.99362,0.44,11.4,cluster4,6
0.32,0.029,3,0.99439,0.34,11.8,cluster4,6
0.27,0.046,6,0.99458,0.48,10.6,cluster1,4
0.74,0.05,24,0.99418,0.38,9.7,cluster0,5
0.45,0.04,12,0.9976,0.38,11,cluster4,6
0.13,0.042,36,0.99581,0.55,10.7,cluster5,6
0.22,0.045,69,0.99178,0.63,11,cluster3,7
0.22,0.024,17,0.99456,0.34,10.5,cluster5,6
0.32,0.035,44,0.99578,0.45,10.4,cluster1,5
0.18,0.05,21,0.99546,0.55,10.5,cluster5,6
0.47,0.024,22,0.99518,0.48,12,cluster4,8
0.47,0.024,22,0.99518,0.48,12,cluster4,8
0.19,0.042,33,0.99646,0.41,9.2,cluster5,6
0.14,0.036,15,0.99264,0.49,10.9,cluster1,5
0.24,0.045,50,0.99578,0.5,9.5,cluster5,6
0.25,0.042,36,0.99604,0.55,9.4,cluster5,6
0.24,0.026,31,0.99014,0.5,11.3,cluster3,7
0.29,0.054,26,0.99489,0.58,10.4,cluster1,5
0.33,0.037,57,0.99884,0.57,9.4,cluster5,6
0.23,0.027,43,0.99054,0.52,11.3,cluster4,6
0.27,0.044,59,0.99782,0.4,8.8,cluster5,6
0.2,0.045,58,0.99519,0.35,10.8,cluster1,5
0.33,0.037,58,0.99882,0.57,9.4,cluster5,6
0.33,0.037,57,0.99884,0.57,9.4,cluster5,6
0.21,0.154,46,0.9931,0.43,9.2,cluster5,6
0.27,0.044,15,0.99666,0.53,10.3,cluster5,6
0.12,0.034,21,0.99324,0.57,9.9,cluster5,6
0.24,0.027,38,0.99086,0.34,12.4,cluster4,6
0.18,0.041,42,0.9908,0.44,11.9,cluster1,5
0.17,0.023,33,0.99067,0.56,11.7,cluster4,6
0.33,0.126,49,0.99711,0.57,9.4,cluster2,5
0.255,0.039,138.5,0.99452,0.53,9.6,cluster2,4
0.33,0.126,49,0.99711,0.57,9.4,cluster2,5
0.2,0.043,78,0.9945,0.43,10.4,cluster3,7
0.17,0.042,26,0.99427,0.47,9.5,cluster2,5
0.15,0.036,7,0.99152,0.43,11.9,cluster4,6
0.25,0.024,36,0.98935,0.4,12.5,cluster4,6
0.28,0.016,6,0.98876,0.4,13.4,cluster1,5
0.27,0.026,27,0.99174,0.84,12.7,cluster1,5
0.25,0.045,54,0.99572,0.46,9.1,cluster2,5
0.19,0.026,23,0.99184,0.5,10.5,cluster5,6
0.25,0.046,58,0.99454,0.7,10.4,cluster2,5
0.25,0.046,58,0.99454,0.7,10.4,cluster2,5
0.28,0.03,30,0.99164,0.59,12.5,cluster4,8
0.25,0.046,58,0.99454,0.7,10.4,cluster2,5
0.21,0.038,77,0.99778,0.48,9,cluster2,5
0.15,0.045,54,0.9975,0.42,9.8,cluster5,6
0.21,0.038,77,0.99778,0.48,9,cluster2,5
0.28,0.033,29,0.99205,0.43,10.7,cluster1,4
0.18,0.033,28,0.98962,0.49,12.4,cluster4,6
0.53,0.029,6,0.99118,0.5,12.5,cluster4,8
0.28,0.03,30,0.99164,0.59,12.5,cluster4,8
0.36,0.028,20,0.99274,0.43,12.1,cluster3,7
0.25,0.041,95,0.99184,0.59,11.3,cluster4,6
0.24,0.039,48,0.99052,0.43,12,cluster1,5
0.25,0.042,29,0.99546,0.6,10.4,cluster1,5
0.15,0.042,23,0.98972,0.46,12.2,cluster3,7
0.28,0.039,24,0.9942,0.43,8.6,cluster2,5
0.25,0.045,54,0.99572,0.46,9.1,cluster2,5
0.28,0.028,35,0.99022,0.33,12.1,cluster1,5
0.35,0.032,9,0.99253,0.81,12,cluster1,5
0.19,0.026,23,0.99184,0.5,10.5,cluster5,6
0.25,0.046,58,0.99454,0.7,10.4,cluster2,5
0.35,0.029,10,0.9903,0.42,11.9,cluster4,6
0.31,0.024,28,0.98906,0.52,13.7,cluster3,7
0.17,0.03,33,0.99146,0.72,11.3,cluster4,6
0.23,0.036,24,0.9951,0.42,10.5,cluster5,6
0.31,0.024,28,0.98906,0.52,13.7,cluster3,7
0.2,0.041,38,0.995,0.44,10.1,cluster5,3
0.37,0.024,12,0.98876,0.39,12.3,cluster4,6
0.36,0.031,20,0.98956,0.33,12,cluster3,7
0.17,0.03,33,0.99146,0.72,11.3,cluster4,6
0.28,0.04,61,0.99592,0.51,9.5,cluster5,6
0.27,0.043,28,0.99129,0.53,11.4,cluster4,6
0.25,0.045,40,0.99064,0.48,11.9,cluster3,7
0.24,0.032,3,0.99368,0.54,10,cluster5,6
0.24,0.032,3,0.99368,0.54,10,cluster5,6
0.13,0.034,19,0.99121,0.6,11.3,cluster3,7
0.78,0.045,30,0.99104,0.48,11.7,cluster0,5
0.33,0.022,44,0.99221,0.39,11,cluster3,7
0.34,0.033,34,0.98924,0.48,12.2,cluster3,7
0.14,0.028,57,0.99176,0.54,10.7,cluster3,7
0.26,0.038,25,0.99432,0.34,10.9,cluster4,6
0.29,0.04,18,0.99366,0.38,10.2,cluster5,6
0.25,0.045,40,0.99064,0.48,11.9,cluster3,7
0.21,0.047,20,0.99178,0.48,11.1,cluster1,5
0.26,0.045,26,0.99126,0.5,11.2,cluster4,6
0.27,0.043,28,0.99129,0.53,11.4,cluster4,6
0.25,0.047,31,0.99252,0.57,10.6,cluster5,6
0.35,0.047,33,0.99709,0.53,10.3,cluster1,5
0.3,0.054,31,0.99513,0.57,10.4,cluster5,4
0.24,0.033,19,0.99045,0.62,11.9,cluster4,6
0.23,0.036,41,0.99,0.43,11.9,cluster3,7
0.23,0.043,24,0.99305,0.7,10.4,cluster1,5
0.24,0.052,22,0.99888,0.47,9.2,cluster5,6
0.17,0.04,37,0.99182,0.43,11.3,cluster4,6
0.17,0.04,37,0.99182,0.43,11.3,cluster4,6
0.21,0.034,35,0.9913,0.5,11,cluster3,7
0.23,0.036,41,0.99,0.43,11.9,cluster3,7
0.28,0.031,47,0.98836,0.64,12.9,cluster3,7
0.19,0.027,3,0.9897,0.31,10.8,cluster1,5
0.25,0.049,53,0.99586,0.47,9.1,cluster5,6
0.23,0.043,24,0.99305,0.7,10.4,cluster1,5
0.18,0.03,31,0.98892,0.37,12.9,cluster4,6
0.18,0.037,10,0.99156,0.44,12.2,cluster1,5
0.24,0.052,22,0.99888,0.47,9.2,cluster5,6
0.23,0.052,41,0.99534,0.46,10.3,cluster1,5
0.17,0.059,47,0.99322,0.46,11,cluster3,7
0.3,0.043,10,0.99296,0.65,11,cluster1,5
0.24,0.039,31,0.99098,0.62,11.7,cluster4,6
0.21,0.039,37,0.98972,0.43,12,cluster4,6
0.33,0.047,30,0.98964,0.43,12.7,cluster4,6
0.35,0.061,59,0.99918,0.49,8.8,cluster2,5
0.17,0.04,37,0.99182,0.43,11.3,cluster4,6
0.25,0.034,38,0.99008,0.4,12.8,cluster4,6
0.16,0.043,45,0.992,0.44,11.2,cluster4,6
0.39,0.057,51,0.99851,0.51,8.9,cluster5,6
0.19,0.04,52,0.99026,0.39,11.2,cluster1,5
0.25,0.051,42,0.9906,0.4,11.1,cluster4,6
0.22,0.042,34,0.99293,0.51,10.8,cluster5,6
0.19,0.045,33,0.99658,0.42,9.3,cluster5,6
0.39,0.057,51,0.99851,0.51,8.9,cluster5,6
0.33,0.038,9,0.9911,0.36,12.7,cluster3,7
0.17,0.045,35,0.9904,0.4,12,cluster4,6
0.19,0.04,52,0.99026,0.39,11.2,cluster1,5
0.23,0.039,37,0.99946,0.43,8.8,cluster5,6
0.23,0.039,37,0.99946,0.43,8.8,cluster5,6
0.23,0.039,37,0.99946,0.43,8.8,cluster5,6
0.32,0.038,45,0.99568,0.47,10.4,cluster5,6
0.23,0.039,37,0.99946,0.43,8.8,cluster5,6
0.32,0.038,45,0.99568,0.47,10.4,cluster5,6
0.39,0.027,12,0.9907,0.45,14,cluster4,6
0.23,0.039,37,0.99946,0.43,8.8,cluster5,6
0.25,0.035,51,0.99018,0.43,13.1,cluster4,6
0.29,0.029,30,0.98994,0.42,12.3,cluster4,6
0.4,0.03,40,0.99075,0.46,12.6,cluster4,6
0.39,0.02,38,0.99212,0.44,12,cluster3,7
0.17,0.033,28,0.99684,0.47,9.5,cluster2,5
0.39,0.02,38,0.99212,0.44,12,cluster3,7
0.36,0.019,39,0.99036,0.49,12.7,cluster3,7
0.19,0.042,30,0.99456,0.39,10.5,cluster5,6
0.34,0.023,6,0.98865,0.54,12.9,cluster4,6
0.17,0.033,28,0.99684,0.47,9.5,cluster2,5
0.39,0.02,38,0.99212,0.44,12,cluster3,7
0.36,0.019,39,0.99036,0.49,12.7,cluster3,7
0.3,0.024,20,0.99222,0.66,11.9,cluster4,6
0.68,0.037,32,0.99022,0.45,12,cluster4,6
0.34,0.031,42,0.99076,0.41,12.5,cluster4,6
0.28,0.034,36,0.99144,0.43,12.1,cluster3,7
0.19,0.019,22,0.98961,0.36,12.5,cluster4,6
0.16,0.043,28,0.9936,0.58,9.9,cluster5,6
0.17,0.036,63,0.99126,0.41,10.7,cluster5,6
0.2,0.048,24,0.99044,0.35,12,cluster4,6
0.33,0.042,34,0.99123,0.31,12.2,cluster4,8
0.33,0.036,39,0.99123,0.32,12.4,cluster4,8
0.36,0.038,37,0.9916,0.32,12.4,cluster4,8
0.21,0.039,55,0.9959,0.31,10.3,cluster5,6
0.2,0.048,24,0.99044,0.35,12,cluster4,6
0.41,0.05,44,0.9931,0.4,10.5,cluster1,5
0.15,0.051,23,0.99422,0.44,9.5,cluster5,6
0.2,0.046,31,0.99194,0.35,10.5,cluster1,4
0.24,0.027,31,0.98926,0.36,12.3,cluster4,6
0.16,0.025,38,0.99306,0.37,11.9,cluster4,6
0.12,0.038,23,0.99164,0.45,9.8,cluster2,5
0.24,0.027,31,0.98926,0.36,12.3,cluster4,6
0.1,0.04,17,0.98988,0.56,11.4,cluster3,7
0.21,0.041,49,0.99268,0.43,11,cluster4,6
0.3,0.046,10,0.99373,0.56,10.8,cluster1,4
0.18,0.027,42,0.98939,0.37,12.8,cluster3,7
0.17,0.055,42,0.99318,0.5,11,cluster3,8
0.19,0.035,42,0.99196,0.36,10.2,cluster1,5
0.28,0.026,31,0.98952,0.6,12.5,cluster3,7
0.24,0.037,49,0.9911,0.37,11.6,cluster4,6
0.16,0.025,38,0.99306,0.37,11.9,cluster4,6
0.12,0.038,23,0.99164,0.45,9.8,cluster2,5
0.16,0.036,7,0.99111,0.48,11,cluster1,5
0.21,0.037,36,0.99321,0.52,10.9,cluster4,6
0.22,0.044,35,0.99326,0.3,11,cluster3,7
0.34,0.027,47,0.99124,0.37,12.5,cluster4,6
0.22,0.044,35,0.99326,0.3,11,cluster3,7
0.21,0.032,40,0.99214,0.53,12,cluster3,7
0.31,0.031,46,0.9897,0.31,12.4,cluster3,7
0.34,0.027,47,0.99124,0.37,12.5,cluster4,6
0.42,0.022,34,0.98915,0.38,12.8,cluster3,7
0.22,0.044,35,0.99326,0.3,11,cluster3,7
0.28,0.035,34,0.99692,0.43,9.1,cluster2,5
0.45,0.033,28,0.991,0.4,12.4,cluster3,7
0.29,0.031,22,0.9913,0.8,12.9,cluster3,7
0.21,0.045,24,0.99234,0.87,10.9,cluster5,6
0.25,0.045,39,0.99402,0.58,10.8,cluster1,5
0.21,0.04,56,0.99678,0.38,10.6,cluster1,5
0.33,0.053,29,0.99458,0.52,9,cluster2,5
0.3,0.043,52,0.99452,0.33,12,cluster4,6
0.24,0.041,23,0.99033,0.35,11.8,cluster1,5
0.18,0.041,67,0.9927,0.38,10.6,cluster5,6
0.335,0.033,17,0.99002,0.48,12.3,cluster4,6
0.14,0.104,20,0.99057,0.64,11.5,cluster4,6
0.13,0.044,48,0.99127,0.45,11.1,cluster1,5
0.33,0.053,29,0.99458,0.52,9,cluster2,5
0.29,0.142,8,0.9927,0.44,9.9,cluster5,4
0.35,0.036,37,0.98938,0.53,12.8,cluster3,7
0.38,0.102,19,0.99001,0.57,12.9,cluster1,5
0.24,0.034,8,0.99386,0.57,12.9,cluster4,6
0.16,0.037,41,0.9899,0.68,12,cluster4,6
0.3,0.043,52,0.99452,0.33,12,cluster4,6
0.15,0.045,57,0.9913,0.27,11.2,cluster4,6
0.33,0.041,35,0.98916,0.39,13.3,cluster3,7
0.2,0.046,38,0.99276,0.5,9.9,cluster5,6
0.27,0.055,52,0.99586,0.52,9.5,cluster5,6
0.27,0.054,58,0.99556,0.49,9.4,cluster5,6
0.2,0.047,42,0.99158,0.6,11,cluster3,7
0.13,0.056,60,0.99548,0.43,9.4,cluster5,6
0.21,0.038,27,0.99206,0.82,11.5,cluster4,6
0.31,0.038,6,0.99412,0.34,12.5,cluster1,5
0.2,0.035,21,0.99364,0.34,11.9,cluster4,6
0.25,0.054,22,0.99338,0.47,10.4,cluster5,6
0.15,0.045,57,0.9913,0.27,11.2,cluster4,6
0.22,0.035,44,0.99123,0.33,12.5,cluster4,6
0.23,0.039,43,0.99216,0.4,11,cluster3,7
0.27,0.059,37,0.99328,0.37,9.8,cluster2,5
0.34,0.034,29,0.99031,0.4,12.3,cluster3,7
0.16,0.036,29,0.9908,0.52,11,cluster4,6
0.3,0.036,19,0.98871,0.46,12.6,cluster3,7
0.29,0.036,42,0.99119,0.62,11.6,cluster4,6
0.34,0.034,29,0.99031,0.4,12.3,cluster3,7
0.21,0.02,20,0.99146,0.22,13.4,cluster3,7
0.27,0.059,37,0.99328,0.37,9.8,cluster2,5
0.22,0.034,39,0.99245,0.46,11.5,cluster4,6
0.27,0.037,46,0.99116,0.38,11.6,cluster4,6
0.25,0.039,41,0.9921,0.4,11.1,cluster3,7
0.23,0.039,43,0.99216,0.4,11,cluster3,7
0.13,0.043,52,0.99162,0.54,11.3,cluster4,6
0.24,0.043,64,0.99632,0.53,9.9,cluster5,6
0.26,0.025,31,0.99082,0.33,12.6,cluster4,8
0.3,0.029,37,0.9905,0.36,11.8,cluster4,8
0.38,0.042,54,0.99177,0.5,11.4,cluster1,5
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.19,0.045,39,0.9986,0.5,9.2,cluster5,6
0.32,0.03,24,0.98923,0.42,13,cluster1,5
0.19,0.047,32,1.00014,0.5,9.3,cluster3,7
0.26,0.03,36,0.99026,0.62,12.6,cluster4,8
0.24,0.035,60,0.99358,0.44,9.6,cluster5,6
0.215,0.041,64,0.99688,0.44,8,cluster2,3
0.24,0.03,34,0.99407,0.42,11.8,cluster4,6
0.23,0.043,39,0.99226,0.39,10.2,cluster5,6
0.33,0.051,26,0.99097,0.53,12.7,cluster4,6
0.38,0.061,42,0.9976,0.56,9.4,cluster2,5
0.15,0.044,21,0.99166,0.38,10.2,cluster1,5
0.32,0.044,27,0.99184,0.6,12,cluster3,7
0.22,0.045,29,0.99135,0.6,11.3,cluster3,7
0.23,0.038,40,0.99074,0.53,11.8,cluster3,7
0.22,0.039,40,0.99193,0.59,10.9,cluster1,5
0.48,0.043,32,0.99226,0.47,9.8,cluster0,4
0.23,0.06,29,0.99142,0.49,12.2,cluster4,8
0.16,0.057,21,0.99091,0.44,11.1,cluster3,7
0.38,0.061,42,0.9976,0.56,9.4,cluster2,5
0.16,0.065,23,0.99134,0.47,11.4,cluster4,6
0.15,0.044,21,0.99166,0.38,10.2,cluster1,5
0.32,0.051,20,0.98964,0.52,12.8,cluster4,6
0.12,0.039,43,0.99229,0.67,10.1,cluster3,7
0.2,0.184,35,0.99396,0.45,9.4,cluster5,6
0.34,0.035,38,0.99148,0.23,12.2,cluster4,6
0.21,0.046,40,0.9913,0.65,10.9,cluster3,7
0.23,0.047,40,0.99126,0.64,10.9,cluster3,7
0.21,0.046,40,0.9913,0.65,10.9,cluster3,7
0.2,0.184,35,0.99396,0.45,9.4,cluster5,6
0.28,0.044,60,0.99562,0.48,9.4,cluster2,5
0.25,0.043,10,0.99128,0.38,11.4,cluster1,5
0.12,0.044,21,0.98896,0.32,12.9,cluster4,8
0.28,0.046,59,0.99558,0.48,9.4,cluster2,5
0.17,0.04,29,0.98961,0.57,12,cluster3,7
0.25,0.043,19,0.99338,0.56,10.1,cluster5,6
0.28,0.046,59,0.99558,0.48,9.4,cluster2,5
0.28,0.044,60,0.99562,0.48,9.4,cluster2,5
0.25,0.047,54,0.99572,0.45,9.2,cluster2,5
0.24,0.039,43,0.99056,0.44,11.8,cluster4,6
0.32,0.029,31,0.99146,0.34,12.3,cluster3,7
0.25,0.043,10,0.99128,0.38,11.4,cluster1,5
0.12,0.044,21,0.98896,0.32,12.9,cluster4,8
0.24,0.032,26,0.99172,0.32,12.3,cluster4,6
0.22,0.032,36,0.99012,0.36,13.5,cluster3,7
0.32,0.033,41,0.98912,0.42,12.8,cluster3,7
0.19,0.022,33,0.98902,0.54,12.8,cluster3,7
0.32,0.033,41,0.98912,0.42,12.8,cluster3,7
0.24,0.037,124,0.99395,0.38,11,cluster1,3
0.35,0.039,19,0.99539,0.43,10.6,cluster5,6
0.46,0.039,35,0.99129,0.44,12.4,cluster3,7
0.3,0.048,33,0.98956,0.46,12.9,cluster3,7
0.19,0.047,67,0.9916,0.59,11.1,cluster3,7
0.24,0.032,36,0.98889,0.64,12.9,cluster3,7
0.145,0.042,14,0.99012,0.37,11.8,cluster3,7
0.435,0.058,66,0.99833,0.54,9.1,cluster5,6
0.18,0.036,19,0.98853,0.49,12.7,cluster3,7
0.18,0.036,31,0.98942,0.48,12,cluster4,6
0.32,0.043,32,0.99266,0.47,11.2,cluster4,6
0.16,0.042,26,0.98962,0.75,12.4,cluster3,7
0.21,0.047,48,0.99168,0.49,10.4,cluster1,5
0.29,0.05,29,0.9968,0.54,10.4,cluster1,5
0.26,0.04,15,0.98934,0.5,12.7,cluster4,6
0.26,0.039,30,0.98995,0.52,12.5,cluster3,7
0.17,0.037,15,0.991,0.5,12,cluster4,6
0.17,0.047,13,0.99152,0.51,11.6,cluster4,6
0.25,0.035,42,0.99048,0.38,12.6,cluster3,7
0.17,0.042,62,0.99204,0.42,10.2,cluster1,5
0.17,0.036,11,0.99202,0.68,10.4,cluster3,7
0.24,0.038,18,0.9906,0.42,11.5,cluster1,5
0.21,0.049,36,0.99091,0.5,11,cluster4,6
0.23,0.048,45,0.99472,0.52,10.1,cluster5,6
0.23,0.046,47,0.99452,0.52,10.5,cluster5,6
0.22,0.059,29,0.99177,0.41,12.1,cluster3,7
0.165,0.047,42,0.9934,0.55,9.9,cluster5,6
0.425,0.034,23,0.99082,0.41,11.4,cluster4,6
0.38,0.048,52,0.99784,0.6,9.5,cluster5,6
0.38,0.048,52,0.99784,0.6,9.5,cluster5,6
0.38,0.048,52,0.99784,0.6,9.5,cluster5,6
0.27,0.046,6,0.99665,0.39,10.9,cluster4,6
0.17,0.05,23,0.99422,0.47,9.5,cluster5,6
0.3,0.048,19,0.98999,0.54,12.6,cluster4,6
0.17,0.05,23,0.99422,0.47,9.5,cluster5,6
0.26,0.059,34,0.99254,0.42,11.1,cluster1,5
0.36,0.048,51,0.99782,0.6,9.5,cluster3,7
0.38,0.048,52,0.99784,0.6,9.5,cluster5,6
0.18,0.058,64,0.9952,0.51,10.6,cluster5,6
0.18,0.057,64,0.99519,0.5,10.6,cluster5,6
0.16,0.055,43,0.99384,0.52,10.8,cluster5,6
0.27,0.046,6,0.99665,0.39,10.9,cluster4,6
0.17,0.047,26,0.99596,0.5,9.9,cluster5,6
0.22,0.06,41,0.9935,0.59,11.3,cluster4,6
0.22,0.034,47,0.98862,0.38,12.6,cluster4,6
0.36,0.034,29,0.99151,0.39,12.5,cluster4,6
0.43,0.032,31,0.9922,0.38,12.4,cluster4,6
0.2,0.038,29,0.99426,0.57,11.8,cluster3,7
0.32,0.026,26,0.99168,0.53,12.2,cluster4,6
0.2,0.048,54,0.99556,0.37,10.7,cluster5,6
0.22,0.033,25,0.99356,0.42,11.3,cluster3,7
0.36,0.034,29,0.99151,0.39,12.5,cluster4,6
0.43,0.032,31,0.9922,0.38,12.4,cluster4,6
0.18,0.033,12,0.99072,0.53,11.3,cluster3,7
0.17,0.047,26,0.99596,0.5,9.9,cluster5,6
0.22,0.06,41,0.9935,0.59,11.3,cluster4,6
0.22,0.034,47,0.98862,0.38,12.6,cluster4,6
0.2,0.033,38,0.98954,0.38,11.5,cluster4,6
0.2,0.033,26,0.99076,0.49,12.3,cluster3,7
0.3,0.032,31,0.9889,0.42,12.2,cluster4,6
0.29,0.033,30,0.98794,0.43,13.2,cluster4,6
0.18,0.041,53,0.99207,0.45,10.2,cluster5,6
0.22,0.039,32,0.99355,0.55,11.5,cluster3,7
0.29,0.033,30,0.98794,0.43,13.2,cluster4,6
0.3,0.032,31,0.9889,0.42,12.2,cluster4,6
0.15,0.051,51,0.99336,0.5,11,cluster4,6
0.28,0.034,49,0.98882,0.43,13.2,cluster3,7
0.19,0.045,57,0.99341,0.44,9.5,cluster2,5
0.22,0.047,38,0.997,0.53,10.2,cluster5,6
0.18,0.041,53,0.99207,0.45,10.2,cluster5,6
0.4,0.05,51,0.99174,0.55,11.4,cluster4,6
0.28,0.03,56,0.99042,0.42,12.5,cluster4,8
0.36,0.046,87,0.9984,0.43,9.2,cluster2,5
0.28,0.04,29,0.99111,0.48,12.1,cluster3,7
0.19,0.045,51,0.9933,0.44,10.7,cluster3,7
0.28,0.04,29,0.99111,0.48,12.1,cluster3,7
0.22,0.046,50,0.99316,0.55,11.2,cluster4,6
0.23,0.044,42,0.9946,0.56,10.6,cluster5,6
0.32,0.037,34,0.99,0.45,11.8,cluster4,6
0.28,0.03,56,0.99042,0.42,12.5,cluster4,8
0.36,0.046,87,0.9984,0.43,9.2,cluster2,5
0.39,0.096,22,0.99016,0.54,12.6,cluster4,6
0.24,0.026,11,0.99381,0.55,12.8,cluster3,7
0.29,0.026,35,0.99144,0.37,12.3,cluster4,6
0.28,0.026,37,0.99139,0.38,12.3,cluster4,8
0.38,0.036,35,0.9919,0.37,12.4,cluster4,6
0.28,0.03,35,0.99192,0.42,12.3,cluster4,6
0.25,0.048,52,0.99576,0.53,9.1,cluster2,5
0.26,0.047,48,0.9958,0.54,9.1,cluster2,5
0.29,0.032,43,0.9951,0.47,10.6,cluster5,6
0.19,0.042,44,0.99304,0.47,10.3,cluster5,6
0.33,0.052,52,0.99657,0.65,9.5,cluster2,5
0.32,0.037,25,0.99268,0.49,11.1,cluster4,6
0.46,0.054,18,0.99392,0.51,10.8,cluster4,6
0.19,0.028,34,0.99242,0.47,11.2,cluster1,5
